Sample Name,Target Name,CT
C15-3,A.muc,33.202
C15-3,Firmicutes,19.638
C15-3,Bacteroidetes,17.266
C15-3,Lactobucillius,36.967
C15-3,Bifido,25.214
C15-3,Parab,Undetermined
C15-3,16S,16.412
C15-3,A.muc,34.316
C15-3,Firmicutes,20.058
C15-3,Bacteroidetes,17.408
C15-3,Lactobucillius,Undetermined
C15-3,Bifido,25.485
C15-3,Parab,38.781
C15-3,16S,16.275
C16-1,A.muc,28.538
C16-1,Firmicutes,15.675
C16-1,Bacteroidetes,15.683
C16-1,Lactobucillius,32.975
C16-1,Bifido,23.905
C16-1,Parab,37.429
C16-1,16S,13.570
C16-1,A.muc,28.036
C16-1,Firmicutes,15.509
C16-1,Bacteroidetes,15.332
C16-1,Lactobucillius,33.105
C16-1,Bifido,23.648
C16-1,Parab,35.712
C16-1,16S,13.519
C16-1,A.muc,28.426
C16-1,Firmicutes,16.125
C16-1,Bacteroidetes,15.563
C16-1,Lactobucillius,33.648
C16-1,Bifido,23.963
C16-1,Parab,35.874
C16-1,16S,13.339
C16-2,A.muc,28.998
C16-2,Firmicutes,15.453
C16-2,Bacteroidetes,15.834
C16-2,Lactobucillius,28.662
C16-2,Bifido,21.452
C16-2,Parab,Undetermined
C16-2,16S,13.797
C16-2,A.muc,28.221
C16-2,Firmicutes,15.304
C16-2,Bacteroidetes,15.566
C16-2,Lactobucillius,29.741
C16-2,Bifido,21.332
C16-2,Parab,35.937
C16-2,16S,13.743
C16-2,A.muc,28.895
C16-2,Firmicutes,15.541
C16-2,Bacteroidetes,15.536
C16-2,Lactobucillius,29.622
C16-2,Bifido,21.478
C16-2,Parab,35.116
C16-2,16S,13.586
C16-3,A.muc,25.153
C16-3,Firmicutes,16.311
C16-3,Bacteroidetes,15.860
C16-3,Lactobucillius,36.049
C16-3,Bifido,22.756
C16-3,Parab,Undetermined
C16-3,16S,14.027
C16-3,A.muc,25.164
C16-3,Firmicutes,16.105
C16-3,Bacteroidetes,15.550
C16-3,Lactobucillius,35.224
C16-3,Bifido,22.896
C16-3,Parab,38.410
C16-3,16S,14.192
C16-3,A.muc,25.144
C16-3,Firmicutes,16.448
C16-3,Bacteroidetes,15.769
C16-3,Lactobucillius,37.281
C16-3,Bifido,22.976
C16-3,Parab,37.234
C16-3,16S,13.992
C17-1,A.muc,31.444
C17-1,Firmicutes,17.612
C17-1,Bacteroidetes,17.041
C17-1,Lactobucillius,35.750
C17-1,Bifido,24.574
C17-1,Parab,39.025
C17-1,16S,15.519
C17-1,A.muc,32.069
C17-1,Firmicutes,17.314
C17-1,Bacteroidetes,16.781
C17-1,Lactobucillius,37.506
C17-1,Bifido,24.617
C17-1,Parab,37.877
C17-1,16S,15.557
C17-1,A.muc,32.652
C17-1,Firmicutes,17.652
C17-1,Bacteroidetes,16.927
C17-1,Lactobucillius,39.267
C17-1,Bifido,24.654
C17-1,Parab,37.226
C17-1,16S,15.393
C17-2,A.muc,30.940
C17-2,Firmicutes,16.564
C17-2,Bacteroidetes,14.119
C17-2,Lactobucillius,37.178
C17-2,Bifido,25.361
C17-2,Parab,36.236
C17-2,16S,13.030
C17-2,A.muc,30.985
C17-2,Firmicutes,16.372
C17-2,Bacteroidetes,14.128
C17-2,Lactobucillius,36.170
C17-2,Bifido,25.106
C17-2,Parab,37.052
C17-2,16S,13.032
C17-2,A.muc,31.530
C17-2,Firmicutes,16.665
C17-2,Bacteroidetes,14.201
C17-2,Lactobucillius,35.504
C17-2,Bifido,25.457
C17-2,Parab,35.902
C17-2,16S,12.979
C17-3,A.muc,31.767
C17-3,Firmicutes,17.363
C17-3,Bacteroidetes,15.842
C17-3,Lactobucillius,33.046
C17-3,Bifido,22.096
C17-3,Parab,Undetermined
C17-3,16S,14.502
C17-3,A.muc,31.633
C17-3,Firmicutes,17.297
C17-3,Bacteroidetes,15.751
C17-3,Lactobucillius,32.108
C17-3,Bifido,22.090
C17-3,Parab,39.407
C17-3,16S,14.379
C17-3,A.muc,32.395
C17-3,Firmicutes,17.502
C17-3,Bacteroidetes,15.671
C17-3,Lactobucillius,31.775
C17-3,Bifido,22.078
C17-3,Parab,36.528
C17-3,16S,14.270
C18-1,A.muc,26.067
C18-1,Firmicutes,15.437
C18-1,Bacteroidetes,15.360
C18-1,Lactobucillius,33.510
C18-1,Bifido,24.289
C18-1,Parab,27.511
C18-1,16S,13.018
C18-1,A.muc,25.582
C18-1,Firmicutes,15.407
C18-1,Bacteroidetes,14.450
C18-1,Lactobucillius,33.830
C18-1,Bifido,23.978
C18-1,Parab,27.138
C18-1,16S,12.973
C18-1,A.muc,26.645
C18-1,Firmicutes,15.550
C18-1,Bacteroidetes,14.419
C18-1,Lactobucillius,32.749
C18-1,Bifido,24.031
C18-1,Parab,27.247
C18-1,16S,13.014
C18-2,A.muc,25.516
C18-2,Firmicutes,14.743
C18-2,Bacteroidetes,13.519
C18-2,Lactobucillius,36.676
C18-2,Bifido,22.725
C18-2,Parab,24.322
C18-2,16S,12.001
C18-2,A.muc,25.082
C18-2,Firmicutes,14.906
C18-2,Bacteroidetes,13.407
C18-2,Lactobucillius,34.840
C18-2,Bifido,22.495
C18-2,Parab,24.071
C18-2,16S,12.158
C18-2,A.muc,25.905
C18-2,Firmicutes,14.876
C18-2,Bacteroidetes,13.301
C18-2,Lactobucillius,35.673
C18-2,Bifido,22.329
C18-2,Parab,24.030
C18-2,16S,11.983
C18-3,A.muc,27.662
C18-3,Firmicutes,17.172
C18-3,Bacteroidetes,17.256
C18-3,Lactobucillius,37.361
C18-3,Bifido,23.637
C18-3,Parab,29.074
C18-3,16S,15.057
C18-3,A.muc,27.085
C18-3,Firmicutes,17.115
C18-3,Bacteroidetes,17.024
C18-3,Lactobucillius,35.762
C18-3,Bifido,23.519
C18-3,Parab,29.016
C18-3,16S,15.149
C18-3,A.muc,28.260
C18-3,Firmicutes,17.393
C18-3,Bacteroidetes,17.182
C18-3,Lactobucillius,38.119
C18-3,Bifido,23.772
C18-3,Parab,28.957
C18-3,16S,15.047
C19-1,A.muc,32.891
C19-1,Firmicutes,19.171
C19-1,Bacteroidetes,14.962
C19-1,Lactobucillius,33.940
C19-1,Bifido,31.133
C19-1,Parab,29.173
C19-1,16S,13.727
C19-1,A.muc,32.337
C19-1,Firmicutes,19.135
C19-1,Bacteroidetes,14.996
C19-1,Lactobucillius,32.290
C19-1,Bifido,30.978
C19-1,Parab,28.854
C19-1,16S,13.818
C19-1,A.muc,33.045
C19-1,Firmicutes,19.266
C19-1,Bacteroidetes,14.987
C19-1,Lactobucillius,33.890
C19-1,Bifido,32.239
C19-1,Parab,29.044
C19-1,16S,13.818
C19-2,A.muc,31.985
C19-2,Firmicutes,18.483
C19-2,Bacteroidetes,13.873
C19-2,Lactobucillius,37.909
C19-2,Bifido,31.767
C19-2,Parab,27.749
C19-2,16S,12.653
C19-2,A.muc,31.861
C19-2,Firmicutes,18.389
C19-2,Bacteroidetes,13.593
C19-2,Lactobucillius,36.463
C19-2,Bifido,31.199
C19-2,Parab,27.538
C19-2,16S,12.951
C19-2,A.muc,32.673
C19-2,Firmicutes,18.829
C19-2,Bacteroidetes,13.854
C19-2,Lactobucillius,37.441
C19-2,Bifido,31.586
C19-2,Parab,27.436
C19-2,16S,12.946
C19-3,A.muc,31.589
C19-3,Firmicutes,18.780
C19-3,Bacteroidetes,15.922
C19-3,Lactobucillius,34.261
C19-3,Bifido,28.173
C19-3,Parab,29.544
C19-3,16S,14.555
C19-3,A.muc,34.625
C19-3,Firmicutes,18.540
C19-3,Bacteroidetes,15.821
C19-3,Lactobucillius,32.860
C19-3,Bifido,27.888
C19-3,Parab,29.506
C19-3,16S,15.042
C19-3,A.muc,34.201
C19-3,Firmicutes,18.732
C19-3,Bacteroidetes,15.795
C19-3,Lactobucillius,32.120
C19-3,Bifido,28.221
C19-3,Parab,29.500
C19-3,16S,15.222
C20-1,A.muc,31.318
C20-1,Firmicutes,16.886
C20-1,Bacteroidetes,14.673
C20-1,Lactobucillius,36.998
C20-1,Bifido,25.969
C20-1,Parab,36.955
C20-1,16S,13.044
C20-1,A.muc,33.985
C20-1,Firmicutes,16.636
C20-1,Bacteroidetes,14.413
C20-1,Lactobucillius,35.732
C20-1,Bifido,25.933
C20-1,Parab,Undetermined
C20-1,16S,13.399
C20-1,A.muc,34.511
C20-1,Firmicutes,16.798
C20-1,Bacteroidetes,14.478
C20-1,Lactobucillius,Undetermined
C20-1,Bifido,26.244
C20-1,Parab,Undetermined
C20-1,16S,13.805
C20-2,A.muc,29.198
C20-2,Firmicutes,15.826
C20-2,Bacteroidetes,14.957
C20-2,Lactobucillius,Undetermined
C20-2,Bifido,23.546
C20-2,Parab,36.962
C20-2,16S,12.871
C20-2,A.muc,28.637
C20-2,Firmicutes,15.854
C20-2,Bacteroidetes,14.721
C20-2,Lactobucillius,37.840
C20-2,Bifido,23.472
C20-2,Parab,36.799
C20-2,16S,13.038
C20-2,A.muc,31.653
C20-2,Firmicutes,15.551
C20-2,Bacteroidetes,14.507
C20-2,Lactobucillius,35.074
C20-2,Bifido,23.602
C20-2,Parab,37.415
C20-2,16S,13.147
C20-3,A.muc,29.557
C20-3,Firmicutes,15.324
C20-3,Bacteroidetes,13.241
C20-3,Lactobucillius,35.792
C20-3,Bifido,26.182
C20-3,Parab,36.184
C20-3,16S,11.849
C20-3,A.muc,29.067
C20-3,Firmicutes,14.962
C20-3,Bacteroidetes,12.964
C20-3,Lactobucillius,37.391
C20-3,Bifido,25.895
C20-3,Parab,35.755
C20-3,16S,11.633
C20-3,A.muc,33.111
C20-3,Firmicutes,15.012
C20-3,Bacteroidetes,13.267
C20-3,Lactobucillius,34.253
C20-3,Bifido,26.358
C20-3,Parab,38.501
C20-3,16S,12.238
C21-1,A.muc,28.537
C21-1,Firmicutes,16.482
C21-1,Bacteroidetes,15.589
C21-1,Lactobucillius,39.179
C21-1,Bifido,20.858
C21-1,Parab,Undetermined
C21-1,16S,13.428
C21-1,A.muc,28.991
C21-1,Firmicutes,16.297
C21-1,Bacteroidetes,15.452
C21-1,Lactobucillius,Undetermined
C21-1,Bifido,20.809
C21-1,Parab,Undetermined
C21-1,16S,13.426
C21-1,A.muc,31.547
C21-1,Firmicutes,16.222
C21-1,Bacteroidetes,15.288
C21-1,Lactobucillius,34.381
C21-1,Bifido,21.038
C21-1,Parab,Undetermined
C21-1,16S,14.081
C21-2,A.muc,34.045
C21-2,Firmicutes,16.971
C21-2,Bacteroidetes,15.789
C21-2,Lactobucillius,36.071
C21-2,Bifido,22.387
C21-2,Parab,Undetermined
C21-2,16S,13.951
C21-2,A.muc,34.794
C21-2,Firmicutes,16.990
C21-2,Bacteroidetes,15.451
C21-2,Lactobucillius,36.645
C21-2,Bifido,22.306
C21-2,Parab,Undetermined
C21-2,16S,13.898
C21-2,A.muc,35.920
C21-2,Firmicutes,16.910
C21-2,Bacteroidetes,15.355
C21-2,Lactobucillius,Undetermined
C21-2,Bifido,22.577
C21-2,Parab,Undetermined
C21-2,16S,14.357
C21-3,A.muc,32.739
C21-3,Firmicutes,18.950
C21-3,Bacteroidetes,18.412
C21-3,Lactobucillius,33.917
C21-3,Bifido,22.422
C21-3,Parab,Undetermined
C21-3,16S,17.054
C21-3,A.muc,32.424
C21-3,Firmicutes,18.759
C21-3,Bacteroidetes,18.409
C21-3,Lactobucillius,32.979
C21-3,Bifido,22.351
C21-3,Parab,Undetermined
C21-3,16S,16.997
C21-3,A.muc,35.769
C21-3,Firmicutes,18.539
C21-3,Bacteroidetes,18.212
C21-3,Lactobucillius,32.578
C21-3,Bifido,22.617
C21-3,Parab,Undetermined
C21-3,16S,17.634
C23-1,A.muc,22.929
C23-1,Firmicutes,18.090
C23-1,Bacteroidetes,17.511
C23-1,Lactobucillius,Undetermined
C23-1,Bifido,24.123
C23-1,Parab,28.341
C23-1,16S,15.554
C23-1,A.muc,22.474
C23-1,Firmicutes,18.166
C23-1,Bacteroidetes,17.382
C23-1,Lactobucillius,37.333
C23-1,Bifido,24.051
C23-1,Parab,28.918
C23-1,16S,15.601
C23-1,A.muc,22.973
C23-1,Firmicutes,17.873
C23-1,Bacteroidetes,17.341
C23-1,Lactobucillius,35.671
C23-1,Bifido,24.404
C23-1,Parab,28.809
C23-1,16S,16.162
C23-2,A.muc,21.575
C23-2,Firmicutes,17.036
C23-2,Bacteroidetes,15.590
C23-2,Lactobucillius,36.668
C23-2,Bifido,23.169
C23-2,Parab,25.904
C23-2,16S,13.888
C23-2,A.muc,21.030
C23-2,Firmicutes,16.966
C23-2,Bacteroidetes,15.424
C23-2,Lactobucillius,35.934
C23-2,Bifido,23.150
C23-2,Parab,25.967
C23-2,16S,13.875
C23-2,A.muc,21.026
C23-2,Firmicutes,16.914
C23-2,Bacteroidetes,15.256
C23-2,Lactobucillius,36.327
C23-2,Bifido,23.287
C23-2,Parab,26.069
C23-2,16S,14.325
C23-3,A.muc,19.209
C23-3,Firmicutes,14.673
C23-3,Bacteroidetes,13.622
C23-3,Lactobucillius,36.301
C23-3,Bifido,21.025
C23-3,Parab,25.157
C23-3,16S,11.550
C23-3,A.muc,18.886
C23-3,Firmicutes,14.624
C23-3,Bacteroidetes,13.517
C23-3,Lactobucillius,35.429
C23-3,Bifido,20.975
C23-3,Parab,25.051
C23-3,16S,11.801
C23-3,A.muc,19.045
C23-3,Firmicutes,14.562
C23-3,Bacteroidetes,13.431
C23-3,Lactobucillius,35.632
C23-3,Bifido,21.134
C23-3,Parab,25.447
C23-3,16S,12.569
C24-1,A.muc,23.775
C24-1,Firmicutes,17.083
C24-1,Bacteroidetes,14.418
C24-1,Lactobucillius,33.881
C24-1,Bifido,22.041
C24-1,Parab,34.052
C24-1,16S,12.977
C24-1,A.muc,23.222
C24-1,Firmicutes,16.828
C24-1,Bacteroidetes,14.306
C24-1,Lactobucillius,36.060
C24-1,Bifido,21.997
C24-1,Parab,32.393
C24-1,16S,12.956
C24-1,A.muc,23.257
C24-1,Firmicutes,16.767
C24-1,Bacteroidetes,14.131
C24-1,Lactobucillius,35.376
C24-1,Bifido,22.210
C24-1,Parab,33.047
C24-1,16S,13.207
C24-2,A.muc,24.384
C24-2,Firmicutes,15.781
C24-2,Bacteroidetes,15.900
C24-2,Lactobucillius,34.589
C24-2,Bifido,22.979
C24-2,Parab,31.302
C24-2,16S,12.995
C24-2,A.muc,23.912
C24-2,Firmicutes,15.548
C24-2,Bacteroidetes,14.919
C24-2,Lactobucillius,33.526
C24-2,Bifido,22.586
C24-2,Parab,32.630
C24-2,16S,12.947
C24-2,A.muc,24.252
C24-2,Firmicutes,15.485
C24-2,Bacteroidetes,14.791
C24-2,Lactobucillius,35.075
C24-2,Bifido,22.810
C24-2,Parab,32.050
C24-2,16S,13.416
C24-3,A.muc,20.745
C24-3,Firmicutes,16.679
C24-3,Bacteroidetes,14.471
C24-3,Lactobucillius,33.951
C24-3,Bifido,24.841
C24-3,Parab,30.047
C24-3,16S,12.833
C24-3,A.muc,20.819
C24-3,Firmicutes,16.692
C24-3,Bacteroidetes,14.348
C24-3,Lactobucillius,36.443
C24-3,Bifido,24.673
C24-3,Parab,29.689
C24-3,16S,12.964
C24-3,A.muc,21.183
C24-3,Firmicutes,16.405
C24-3,Bacteroidetes,14.271
C24-3,Lactobucillius,35.859
C24-3,Bifido,24.841
C24-3,Parab,30.186
C24-3,16S,13.311
C25-1,A.muc,29.039
C25-1,Firmicutes,17.644
C25-1,Bacteroidetes,14.992
C25-1,Lactobucillius,33.423
C25-1,Bifido,25.502
C25-1,Parab,27.869
C25-1,16S,12.816
C25-1,A.muc,28.644
C25-1,Firmicutes,17.480
C25-1,Bacteroidetes,14.857
C25-1,Lactobucillius,33.775
C25-1,Bifido,25.412
C25-1,Parab,27.415
C25-1,16S,12.891
C25-1,A.muc,31.314
C25-1,Firmicutes,17.350
C25-1,Bacteroidetes,14.767
C25-1,Lactobucillius,32.201
C25-1,Bifido,25.755
C25-1,Parab,27.856
C25-1,16S,13.455
C25-2,A.muc,25.948
C25-2,Firmicutes,16.654
C25-2,Bacteroidetes,14.860
C25-2,Lactobucillius,33.154
C25-2,Bifido,23.526
C25-2,Parab,27.278
C25-2,16S,12.752
C25-2,A.muc,25.738
C25-2,Firmicutes,16.657
C25-2,Bacteroidetes,14.514
C25-2,Lactobucillius,34.836
C25-2,Bifido,23.255
C25-2,Parab,27.085
C25-2,16S,12.554
C25-2,A.muc,26.489
C25-2,Firmicutes,16.538
C25-2,Bacteroidetes,14.370
C25-2,Lactobucillius,32.843
C25-2,Bifido,23.541
C25-2,Parab,27.407
C25-2,16S,13.218
C25-3,A.muc,28.015
C25-3,Firmicutes,16.984
C25-3,Bacteroidetes,14.560
C25-3,Lactobucillius,28.644
C25-3,Bifido,23.895
C25-3,Parab,32.404
C25-3,16S,12.407
C25-3,A.muc,28.591
C25-3,Firmicutes,16.974
C25-3,Bacteroidetes,14.500
C25-3,Lactobucillius,29.011
C25-3,Bifido,23.808
C25-3,Parab,32.183
C25-3,16S,12.498
C25-3,A.muc,31.245
C25-3,Firmicutes,15.996
C25-3,Bacteroidetes,14.306
C25-3,Lactobucillius,28.625
C25-3,Bifido,24.062
C25-3,Parab,32.694
C25-3,16S,13.146
C26-1,A.muc,28.989
C26-1,Firmicutes,18.685
C26-1,Bacteroidetes,15.425
C26-1,Lactobucillius,38.413
C26-1,Bifido,26.982
C26-1,Parab,Undetermined
C26-1,16S,14.345
C26-1,A.muc,29.312
C26-1,Firmicutes,18.572
C26-1,Bacteroidetes,15.436
C26-1,Lactobucillius,35.829
C26-1,Bifido,27.046
C26-1,Parab,Undetermined
C26-1,16S,14.243
C26-1,A.muc,28.698
C26-1,Firmicutes,18.467
C26-1,Bacteroidetes,15.300
C26-1,Lactobucillius,36.450
C26-1,Bifido,26.936
C26-1,Parab,Undetermined
C26-1,16S,14.504
C26-2,A.muc,22.266
C26-2,Firmicutes,16.376
C26-2,Bacteroidetes,15.049
C26-2,Lactobucillius,34.045
C26-2,Bifido,23.803
C26-2,Parab,38.142
C26-2,16S,13.694
C26-2,A.muc,22.306
C26-2,Firmicutes,16.356
C26-2,Bacteroidetes,15.108
C26-2,Lactobucillius,34.012
C26-2,Bifido,23.651
C26-2,Parab,Undetermined
C26-2,16S,13.659
C26-2,A.muc,22.293
C26-2,Firmicutes,16.130
C26-2,Bacteroidetes,14.976
C26-2,Lactobucillius,34.033
C26-2,Bifido,23.653
C26-2,Parab,38.032
C26-2,16S,13.657
C26-3,A.muc,22.756
C26-3,Firmicutes,16.260
C26-3,Bacteroidetes,14.548
C26-3,Lactobucillius,33.866
C26-3,Bifido,25.946
C26-3,Parab,38.779
C26-3,16S,13.477
C26-3,A.muc,22.253
C26-3,Firmicutes,16.295
C26-3,Bacteroidetes,14.632
C26-3,Lactobucillius,33.564
C26-3,Bifido,25.937
C26-3,Parab,39.088
C26-3,16S,13.310
C26-3,A.muc,22.534
C26-3,Firmicutes,16.203
C26-3,Bacteroidetes,14.649
C26-3,Lactobucillius,33.227
C26-3,Bifido,25.806
C26-3,Parab,Undetermined
C26-3,16S,13.266
C27-1,A.muc,21.506
C27-1,Firmicutes,15.102
C27-1,Bacteroidetes,13.976
C27-1,Lactobucillius,34.432
C27-1,Bifido,21.534
C27-1,Parab,32.033
C27-1,16S,12.957
C27-1,A.muc,21.530
C27-1,Firmicutes,15.117
C27-1,Bacteroidetes,14.075
C27-1,Lactobucillius,36.971
C27-1,Bifido,21.416
C27-1,Parab,32.052
C27-1,16S,12.658
C27-1,A.muc,21.480
C27-1,Firmicutes,15.013
C27-1,Bacteroidetes,14.014
C27-1,Lactobucillius,36.600
C27-1,Bifido,21.271
C27-1,Parab,32.020
C27-1,16S,12.806
C27-2,A.muc,31.228
C27-2,Firmicutes,15.375
C27-2,Bacteroidetes,14.298
C27-2,Lactobucillius,32.409
C27-2,Bifido,21.736
C27-2,Parab,24.355
C27-2,16S,12.992
C27-2,A.muc,30.408
C27-2,Firmicutes,15.359
C27-2,Bacteroidetes,14.313
C27-2,Lactobucillius,32.514
C27-2,Bifido,21.505
C27-2,Parab,24.511
C27-2,16S,12.950
C27-2,A.muc,30.531
C27-2,Firmicutes,15.212
C27-2,Bacteroidetes,14.210
C27-2,Lactobucillius,32.751
C27-2,Bifido,21.536
C27-2,Parab,24.558
C27-2,16S,12.871
C27-3,A.muc,32.940
C27-3,Firmicutes,16.351
C27-3,Bacteroidetes,15.033
C27-3,Lactobucillius,33.184
C27-3,Bifido,21.642
C27-3,Parab,28.801
C27-3,16S,13.921
C27-3,A.muc,33.077
C27-3,Firmicutes,16.440
C27-3,Bacteroidetes,15.068
C27-3,Lactobucillius,32.636
C27-3,Bifido,21.586
C27-3,Parab,29.387
C27-3,16S,13.834
C27-3,A.muc,32.859
C27-3,Firmicutes,16.307
C27-3,Bacteroidetes,15.014
C27-3,Lactobucillius,32.898
C27-3,Bifido,21.484
C27-3,Parab,28.965
C27-3,16S,13.610
C28-1,A.muc,30.882
C28-1,Firmicutes,16.231
C28-1,Bacteroidetes,15.232
C28-1,Lactobucillius,35.945
C28-1,Bifido,25.674
C28-1,Parab,Undetermined
C28-1,16S,14.132
C28-1,A.muc,29.915
C28-1,Firmicutes,16.215
C28-1,Bacteroidetes,15.285
C28-1,Lactobucillius,37.074
C28-1,Bifido,25.638
C28-1,Parab,Undetermined
C28-1,16S,13.984
C28-1,A.muc,29.768
C28-1,Firmicutes,16.071
C28-1,Bacteroidetes,15.239
C28-1,Lactobucillius,Undetermined
C28-1,Bifido,25.489
C28-1,Parab,Undetermined
C28-1,16S,14.047
C28-2,A.muc,26.368
C28-2,Firmicutes,15.986
C28-2,Bacteroidetes,14.352
C28-2,Lactobucillius,39.598
C28-2,Bifido,27.535
C28-2,Parab,Undetermined
C28-2,16S,13.269
C28-2,A.muc,26.700
C28-2,Firmicutes,15.974
C28-2,Bacteroidetes,14.447
C28-2,Lactobucillius,Undetermined
C28-2,Bifido,27.311
C28-2,Parab,Undetermined
C28-2,16S,13.217
C28-2,A.muc,26.327
C28-2,Firmicutes,15.688
C28-2,Bacteroidetes,14.348
C28-2,Lactobucillius,36.665
C28-2,Bifido,27.012
C28-2,Parab,Undetermined
C28-2,16S,12.992
C28-3,A.muc,26.424
C28-3,Firmicutes,15.646
C28-3,Bacteroidetes,14.432
C28-3,Lactobucillius,35.887
C28-3,Bifido,23.933
C28-3,Parab,Undetermined
C28-3,16S,13.345
C28-3,A.muc,26.711
C28-3,Firmicutes,15.568
C28-3,Bacteroidetes,14.468
C28-3,Lactobucillius,34.702
C28-3,Bifido,23.776
C28-3,Parab,38.449
C28-3,16S,13.117
C28-3,A.muc,26.231
C28-3,Firmicutes,15.602
C28-3,Bacteroidetes,14.391
C28-3,Lactobucillius,Undetermined
C28-3,Bifido,23.727
C28-3,Parab,36.702
C28-3,16S,13.074
C29-1,A.muc,25.799
C29-1,Firmicutes,15.579
C29-1,Bacteroidetes,14.340
C29-1,Lactobucillius,33.882
C29-1,Bifido,24.621
C29-1,Parab,36.423
C29-1,16S,13.572
C29-1,A.muc,25.739
C29-1,Firmicutes,15.556
C29-1,Bacteroidetes,14.413
C29-1,Lactobucillius,33.501
C29-1,Bifido,24.307
C29-1,Parab,39.753
C29-1,16S,13.087
C29-1,A.muc,25.506
C29-1,Firmicutes,15.491
C29-1,Bacteroidetes,14.337
C29-1,Lactobucillius,33.636
C29-1,Bifido,24.445
C29-1,Parab,Undetermined
C29-1,16S,13.110
C29-2,A.muc,25.990
C29-2,Firmicutes,14.963
C29-2,Bacteroidetes,14.990
C29-2,Lactobucillius,36.190
C29-2,Bifido,24.982
C29-2,Parab,37.543
C29-2,16S,13.410
C29-2,A.muc,25.829
C29-2,Firmicutes,14.766
C29-2,Bacteroidetes,14.978
C29-2,Lactobucillius,34.787
C29-2,Bifido,24.350
C29-2,Parab,39.368
C29-2,16S,13.102
C29-2,A.muc,25.609
C29-2,Firmicutes,14.932
C29-2,Bacteroidetes,14.983
C29-2,Lactobucillius,35.929
C29-2,Bifido,24.516
C29-2,Parab,39.111
C29-2,16S,13.245
C29-3,A.muc,31.643
C29-3,Firmicutes,15.757
C29-3,Bacteroidetes,13.890
C29-3,Lactobucillius,32.433
C29-3,Bifido,23.223
C29-3,Parab,39.103
C29-3,16S,12.371
C29-3,A.muc,30.364
C29-3,Firmicutes,15.740
C29-3,Bacteroidetes,13.071
C29-3,Lactobucillius,33.364
C29-3,Bifido,23.018
C29-3,Parab,39.559
C29-3,16S,12.048
C29-3,A.muc,30.835
C29-3,Firmicutes,15.873
C29-3,Bacteroidetes,13.052
C29-3,Lactobucillius,34.385
C29-3,Bifido,23.006
C29-3,Parab,39.033
C29-3,16S,12.132
C30-1,A.muc,28.654
C30-1,Firmicutes,15.755
C30-1,Bacteroidetes,13.740
C30-1,Lactobucillius,35.509
C30-1,Bifido,23.587
C30-1,Parab,23.010
C30-1,16S,12.628
C30-1,A.muc,28.619
C30-1,Firmicutes,15.565
C30-1,Bacteroidetes,13.656
C30-1,Lactobucillius,34.858
C30-1,Bifido,23.253
C30-1,Parab,22.913
C30-1,16S,12.500
C30-1,A.muc,28.138
C30-1,Firmicutes,15.592
C30-1,Bacteroidetes,13.646
C30-1,Lactobucillius,36.063
C30-1,Bifido,23.198
C30-1,Parab,22.941
C30-1,16S,12.598
C30-2,A.muc,30.791
C30-2,Firmicutes,15.894
C30-2,Bacteroidetes,14.000
C30-2,Lactobucillius,35.473
C30-2,Bifido,20.938
C30-2,Parab,22.966
C30-2,16S,12.942
C30-2,A.muc,29.965
C30-2,Firmicutes,15.899
C30-2,Bacteroidetes,13.980
C30-2,Lactobucillius,36.146
C30-2,Bifido,20.539
C30-2,Parab,22.978
C30-2,16S,12.871
C30-2,A.muc,29.630
C30-2,Firmicutes,15.797
C30-2,Bacteroidetes,13.962
C30-2,Lactobucillius,36.049
C30-2,Bifido,20.722
C30-2,Parab,22.983
C30-2,16S,12.899
C30-3,A.muc,26.508
C30-3,Firmicutes,14.855
C30-3,Bacteroidetes,14.631
C30-3,Lactobucillius,30.806
C30-3,Bifido,19.849
C30-3,Parab,18.038
C30-3,16S,13.118
C30-3,A.muc,25.489
C30-3,Firmicutes,15.016
C30-3,Bacteroidetes,14.530
C30-3,Lactobucillius,30.984
C30-3,Bifido,19.391
C30-3,Parab,17.889
C30-3,16S,12.844
C30-3,A.muc,25.765
C30-3,Firmicutes,14.924
C30-3,Bacteroidetes,14.548
C30-3,Lactobucillius,31.416
C30-3,Bifido,19.424
C30-3,Parab,18.057
C30-3,16S,12.952
